"ALT_SITECODE","LATITUDE","LONGITUDE","GPS_ELEV","slope","aspect","aspect_norhtness","aspect_eastness","dtm","NDVI","SAVI"
"Saddle Pt Quad 70",40.0571215519,-105.587502679,3521.854,7.95699977874756,356.519989013672,0.998156035932833,-0.0607003124444435,3522.65698242188,0.502114534378052,0.312565863132477
"Saddle Pt Quad 70A",40.0570179821,-105.586936432,3529.63,10.8489999771118,314.084014892578,0.695712417476223,-0.718320424441202,3529.63989257812,0.485893368721008,0.300564080476761
"Saddle Pt Quad 71",40.058564398,-105.59250437,3543.414,15.9069995880127,55.5940017700195,0.565053380522357,0.82505434800397,3543.4619140625,0.237251713871956,0.151959627866745
"Saddle Pt Quad 72",40.0584008914,-105.591827464,3535.939,14.5080003738403,35.5929985046387,0.813171889906164,0.582023605592108,3536.26806640625,0.506604790687561,0.272849649190903
"Saddle Pt Quad 73",40.0582885124,-105.591367318,3528.616,12.0120000839233,46.6619987487793,0.686300895111925,0.727317730684857,3529.7109375,0.708539545536041,0.417274087667465
"Saddle Pt Quad 74",40.0581931486,-105.590753898,3520.112,4.51700019836426,70.3610000610352,0.336092729153684,0.941828900283925,3521.04809570312,0.368857681751251,0.213179245591164
"Saddle Pt Quad 75",40.0580666027,-105.590168093,3515.389,8.21399974822998,60.9480018615723,0.485603171736276,0.87417936351739,3515.7939453125,0.257988125085831,0.156085893511772
"Saddle Pt Quad 76",40.0579389747,-105.589700504,3510.757,7.8270001411438,1.53900003433228,0.999639275295178,0.0268573879469194,3511.53198242188,0.458672106266022,0.255407452583313
"Saddle Pt Quad 77",40.0579253976,-105.58904868,3508.174,7.48799991607666,1.35699999332428,0.99971954439144,0.0236819036770896,3509.03393554688,0.648628294467926,0.430792391300201
"Saddle Pt Quad 78",40.0577507864,-105.588473371,3512.625,7.15999984741211,32.5400009155273,0.843016125829672,0.537888289137374,3512.52807617188,0.582171142101288,0.368892222642899
"Saddle Pt Quad 79",40.0576811994,-105.587929675,3512.421,6.89799976348877,3.21000003814697,0.998431006247071,0.0559957655940256,3512.27490234375,0.493767976760864,0.285090416669846
"Saddle Pt Quad 80",40.057549218,-105.5873398,3514.446,6.60300016403198,305.730987548828,0.58398032898579,-0.811767808771479,3515.42797851562,0.476660132408142,0.270455121994019
"Saddle Pt Quad 80A",40.0574014455,-105.586787932,3522.352,16.3139991760254,308.285003662109,0.619573606754659,-0.78493856180788,3522.86499023438,0.52323842048645,0.31403723359108
